Country name,Year,Pillar 1 Score,Pillar 2 Score,Pillar 3 Score,Total Index Average,Overall Rank,Overall Rank Rolling Avg (3y),Total Index Normalized,Pillar 1 Normalized,Pillar 1 Rank,Pillar 2 Normalized,Pillar 2 Rank,Pillar 3 Normalized,Pillar 3 Rank,Yes Votes,No Votes,Abstain Votes,Total Votes in Year
PAN,1971,85.52461737045914,89.17502779988294,88.39823317025888,87.69929278020032,33,26.0,87.69929278020032,85.52461737045914,13,89.17502779988294,85,88.39823317025888,60,64,0,7,71
PAN,1972,72.23120694818807,93.49525053714649,94.04947021822676,86.5919759011871,38,36.333333333333336,86.5919759011871,72.23120694818807,24,93.49525053714649,62,94.04947021822676,46,66,2,2,70
PAN,1973,65.23845571536715,99.3624945526584,100.0,88.20031675600852,27,32.666666666666664,88.20031675600852,65.23845571536715,35,99.3624945526584,21,100.0,1,54,0,0,54
PAN,1974,84.62753139012135,94.41101573221435,96.32909705733677,91.78921472655749,18,27.666666666666668,91.78921472655749,84.62753139012135,9,94.41101573221435,84,96.32909705733677,39,45,0,4,49
PAN,1975,83.33687410972692,82.35740411101442,91.15151360200038,85.6152639409139,71,38.666666666666664,85.6152639409139,83.33687410972692,29,82.35740411101442,111,91.15151360200038,67,61,3,4,68
PAN,1976,78.18741411094355,86.75127468144085,97.14324940443055,87.36064606560497,69,52.666666666666664,87.36064606560497,78.18741411094355,45,86.75127468144085,106,97.14324940443055,46,77,2,1,80
PAN,1977,78.59598081292235,94.62348589721022,88.72506567891753,87.31484412968337,77,72.33333333333333,87.31484412968337,78.59598081292235,66,94.62348589721022,75,88.72506567891753,89,79,1,8,88
PAN,1978,59.07194149626482,93.65389801433405,89.47726925950793,80.7343695900356,85,77.0,80.7343695900356,59.07194149626482,92,93.65389801433405,55,89.47726925950793,70,93,0,11,104
PAN,1979,66.34099520624194,93.91302618887367,93.30909212253826,84.52103783921795,81,81.0,84.52103783921795,66.34099520624194,80,93.91302618887367,81,93.30909212253826,78,134,1,11,146
PAN,1980,72.20113336439786,96.16519765290556,96.55273568184163,88.30635556638168,53,73.0,88.30635556638168,72.20113336439786,64,96.16519765290556,37,96.55273568184163,18,102,0,5,107
PAN,1981,77.39864710349286,94.24043290646281,97.86092800346215,89.8333360044726,54,62.666666666666664,89.8333360044726,77.39864710349286,45,94.24043290646281,90,97.86092800346215,25,135,0,5,140
PAN,1982,78.2416518268156,95.33868071170131,95.12012975248133,89.56682076366609,62,56.333333333333336,89.56682076366609,78.2416518268156,53,95.33868071170131,72,95.12012975248133,83,148,1,13,162
PAN,1983,88.29934440169181,96.53800580296824,96.1286324700416,93.65532755823388,46,54.0,93.65532755823388,88.29934440169181,34,96.53800580296824,65,96.1286324700416,74,131,0,9,140
PAN,1984,83.28432788496025,95.02839510063181,94.96185966584142,91.09152755047784,77,61.666666666666664,91.09152755047784,83.28432788496025,69,95.02839510063181,98,94.96185966584142,94,132,0,13,145
PAN,1985,89.53352570275393,96.96153649496627,94.67411438448687,93.72305886073569,64,62.333333333333336,93.72305886073569,89.53352570275393,72,96.96153649496627,51,94.67411438448687,82,142,0,14,156
PAN,1986,93.64440691263208,96.99238292894002,96.03200326038768,95.55626436731991,46,62.333333333333336,95.55626436731991,93.64440691263208,61,96.99238292894002,44,96.03200326038768,61,140,0,10,150
PAN,1987,86.9735926061365,96.50619349715832,96.69137386130573,93.39038665486686,69,59.666666666666664,93.39038665486686,86.9735926061365,79,96.50619349715832,56,96.69137386130573,79,132,0,8,140
PAN,1988,84.98925760600525,97.84174062706619,97.23509712089921,93.35536511799023,73,62.666666666666664,93.35536511799023,84.98925760600525,81,97.84174062706619,47,97.23509712089921,67,129,0,7,136
PAN,1989,90.47636948101322,98.46761826901285,97.52843753264642,95.4908084275575,58,66.66666666666667,95.4908084275575,90.47636948101322,65,98.46761826901285,46,97.52843753264642,79,104,1,4,109
PAN,1990,76.9458180771662,73.82594829491786,79.61809127423258,76.7966192154389,128,86.33333333333333,76.7966192154389,76.9458180771662,116,73.82594829491786,143,79.61809127423258,124,10,0,4,14
PAN,1991,46.735405655582,82.33764780239032,85.1774130696739,71.41682217588207,143,109.66666666666667,71.41682217588207,46.735405655582,143,82.33764780239032,150,85.1774130696739,122,46,2,12,60
PAN,1992,40.51061138043896,92.2470807444767,92.88613126352772,75.21460779614779,156,142.33333333333334,75.21460779614779,40.51061138043896,141,92.2470807444767,146,92.88613126352772,109,63,1,11,75
PAN,1993,51.637398396019826,81.97737328618783,88.67977260504792,74.09818142908519,139,146.0,74.09818142908519,51.637398396019826,131,81.97737328618783,160,88.67977260504792,108,52,2,11,65
PAN,1994,61.85717364506689,91.12842695329097,95.1555516776257,82.71371742532784,75,123.33333333333333,82.71371742532784,61.85717364506689,83,91.12842695329097,93,95.1555516776257,23,60,0,6,66
